Prospect Name,RSS Feed,Data Source,Last Scrape Status,Last Scrape Timestamp,Country,Domain,Status,Existing newsletter?,Person,Date sent,Replied,Comments
Magazin,https://magazin.ba/feed/,OG,success,2025-11-29 13:42:35,Bosnia and Herzegovina,magazin.ba,To Do,FALSE,,,FALSE,Newly discovered RSS feed
Megarock Radio Worldwide,-,N/A,-,,United States,megarockradio.net,No feed generated,FALSE,,,FALSE,
Tabletop Gaming News,https://www.tabletopgamingnews.com/feed/,OG,success,2025-11-29 11:45:46,United States,tabletopgamingnews.com,To Do,FALSE,,,FALSE,Newly discovered RSS feed
我是賀禎禎 - 攝影教學 & 自助旅行 & 數位生活,https://hojenjen.com/feed,OG,success,2025-11-29 13:42:37,Taiwan,hojenjen.com,To Do,FALSE,,,FALSE,Newly discovered RSS feed
Chandauli Samachar,https://chandaulisamachar.com/feed.xml,OG,success,2025-11-29 13:42:46,India,chandaulisamachar.com,To Do,FALSE,,,FALSE,Newly discovered RSS feed
Papua News ID,-,N/A,-,,Indonesia,papuanews.id,No feed generated,FALSE,,,FALSE,
Mirchi9,https://mirchi9.com/feed,OG,success,2025-11-29 13:42:49,India,mirchi9.com,To Do,FALSE,,,FALSE,Newly discovered RSS feed
TechEBlog,https://www.techeblog.com/feed/,OG,success,2025-11-29 11:45:46,United States,techeblog.com,To Do,FALSE,,,FALSE,Newly discovered RSS feed
New Life Newspaper,https://www.novjivot.info/feed/,OG,success,2025-11-29 13:42:56,Bulgaria,novjivot.info,To Do,FALSE,,,FALSE,Newly discovered RSS feed
Pless Intermedia,-,N/A,-,,Poland,pless-intermedia.pl,No feed generated,FALSE,,,FALSE,
Beşiktaşlı Taraftarlar Topluluğu,-,N/A,-,,Turkey,duhuliye.com,No feed generated,FALSE,,,FALSE,
Decorating HQ,https://decorating-hq.com/feed/,OG,success,2025-11-29 11:45:50,United States,decorating-hq.com,To Do,FALSE,,,FALSE,Newly discovered RSS feed
Ali Imran Junior-Page,-,N/A,-,,Pakistan,imranjunior.com,No feed generated,FALSE,,,FALSE,
Haskovo.net,-,N/A,-,,Bulgaria,haskovo.net,No feed generated,FALSE,,,FALSE,
Lemesos Blog,https://lemesosblog.com/feed/,OG,success,2025-11-29 13:42:58,Greece,lemesosblog.com,To Do,FALSE,,,FALSE,Newly discovered RSS feed
Channel Hindustan,https://channelhindustan.com/feed/,OG,success,2025-11-29 13:43:04,India,channelhindustan.com,To Do,FALSE,,,FALSE,Newly discovered RSS feed
Newtalk新聞,-,N/A,-,,Taiwan,newtalk.tw,No feed generated,FALSE,,,FALSE,
Sektörel Haber Merkezi,https://sektorelhabermerkezi.com/feed/,OG,success,2025-11-29 13:43:12,Turkey,sektorelhabermerkezi.com,To Do,FALSE,,,FALSE,Newly discovered RSS feed
民報,https://peoplenews.tw/feed,OG,success,2025-11-29 13:43:16,Taiwan,peoplenews.tw,To Do,FALSE,,,FALSE,Newly discovered RSS feed
আগামী নিউজ (Agami News),-,N/A,-,,Bangladesh,agaminews.com,No feed generated,FALSE,,,FALSE,
Tom and Lorenzo,https://tomandlorenzo.com/feed/,OG,success,2025-11-29 11:45:51,United States,tomandlorenzo.com,To Do,FALSE,,,FALSE,Newly discovered RSS feed
Time Touch News,-,N/A,-,,Bangladesh,timetouchnews.com,No feed generated,FALSE,,,FALSE,
iThome,https://www.ithome.com.tw/rss.xml,OG,success,2025-11-29 13:43:19,Taiwan,ithome.com.tw,To Do,FALSE,,,FALSE,Newly discovered RSS feed
বাংলাদেশের আইন কানুন । (Barishal Times),-,N/A,-,,Bangladesh,barishaltimes.com,No feed generated,FALSE,,,FALSE,
Malatya Sanal Haber,https://www.malatyasanalhaber.com/rss/,OG,success,2025-11-29 13:43:23,Turkey,malatyasanalhaber.com,To Do,FALSE,,,FALSE,Newly discovered RSS feed
民視FTV,-,N/A,-,,Taiwan,ftv.com.tw,No feed generated,FALSE,,,FALSE,
Ben Haber - Aegean and İzmir News,https://kanalben.com/rss,OG,success,2025-11-29 13:43:27,Turkey,kanalben.com,To Do,FALSE,,,FALSE,Newly discovered RSS feed
The Beeroness,-,N/A,-,,United States,thebeeroness.com,No feed generated,FALSE,,,FALSE,
eWrestlingNews,-,N/A,-,,United States,ewrestlingnews.com,No feed generated,FALSE,,,FALSE,
Express Kerala,https://expresskerala.com/feed,RSS,success,2025-11-29 13:43:34,India,expresskerala.com,To Do,FALSE,,,FALSE,Newly discovered RSS feed
SOGI 手機王,-,N/A,-,,Taiwan,sogi.com.tw,No feed generated,FALSE,,,FALSE,
النرويج بالعربية (Norway in Arabic),-,N/A,-,,Norway,norgepaarabisk.com,No feed generated,FALSE,,,FALSE,
Rytmy.pl,https://rytmy.pl/feed,OG,success,2025-11-29 13:43:40,Poland,rytmy.pl,To Do,FALSE,,,FALSE,Newly discovered RSS feed
Bilgili Web,https://bilgili.web.tr/feed,OG,success,2025-11-29 13:43:47,Turkey,bilgili.web.tr,To Do,FALSE,,,FALSE,Newly discovered RSS feed
Media Haluan Lampung,https://haluanlampung.com/rss/,OG,success,2025-11-29 13:43:52,Indonesia,haluanlampung.com,To Do,FALSE,,,FALSE,Newly discovered RSS feed
Time To Live Media,https://overclock3d.net/feed/,RSS,success,2025-11-29 11:45:52,United Kingdom,overclock3d.net,To Do,FALSE,,,FALSE,Newly discovered RSS feed
Jenata V Chas,-,N/A,-,,Bulgaria,jenata-vchas.net,No feed generated,FALSE,,,FALSE,
芋傳媒 TaroNews,https://taronews.tw/feed/,OG,success,2025-11-29 13:43:55,Taiwan,taronews.tw,To Do,FALSE,,,FALSE,Newly discovered RSS feed
Wsieci24,https://wsieci24.pl/feed/,OG,success,2025-11-29 13:44:13,Poland,wsieci24.pl,To Do,FALSE,,,FALSE,Newly discovered RSS feed
Faktor.bg,-,N/A,-,,Bulgaria,faktor.bg,No feed generated,FALSE,,,FALSE,
Berita Madura,-,N/A,-,,Indonesia,portalmadura.com,No feed generated,FALSE,,,FALSE,
Teraz Muzyka,https://terazmuzyka.pl/feed,OG,success,2025-11-29 13:44:18,Poland,terazmuzyka.pl,To Do,FALSE,,,FALSE,Newly discovered RSS feed
Lacznik,-,N/A,-,,Poland,tugazeta.pl,No feed generated,FALSE,,,FALSE,
Reprezentacija.ba,https://reprezentacija.ba/feed,OG,success,2025-11-29 13:44:20,Bosnia and Herzegovina,reprezentacija.ba,To Do,FALSE,,,FALSE,Newly discovered RSS feed
Orducu,https://www.orducu.com/rss.xml,OG,success,2025-11-29 13:44:23,Turkey,orducu.com,To Do,FALSE,,,FALSE,Newly discovered RSS feed
Razgrad News,https://razgradnews.net/feed,OG,success,2025-11-29 13:44:30,Bulgaria,razgradnews.net,To Do,FALSE,,,FALSE,Newly discovered RSS feed
Turkrus,-,N/A,-,,Turkey,turkrus.com,No feed generated,FALSE,,,FALSE,
INSTALKI.pl,https://www.instalki.pl/feed/,OG,success,2025-11-29 13:44:32,Poland,instalki.pl,To Do,FALSE,,,FALSE,Newly discovered RSS feed
Online Indus,-,N/A,-,,Pakistan,onlineindus.com,No feed generated,FALSE,,,FALSE,
Warmo Media Grup,https://www.wartabromo.com/feed/,OG,success,2025-11-29 13:45:08,Indonesia,wartabromo.com,To Do,FALSE,,,FALSE,Newly discovered RSS feed
Daleel,-,N/A,-,,Pakistan,daleel.pk,No feed generated,FALSE,,,FALSE,
Artist Magazine,-,N/A,-,,Taiwan,artist-magazine.com,No feed generated,FALSE,,,FALSE,
Bayanno TV,https://bayanno.com/feed,OG,success,2025-11-29 13:45:19,Bangladesh,bayanno.com,To Do,FALSE,,,FALSE,Newly discovered RSS feed
Uttarakhand Post,https://uttarakhandpost.com/feed.xml,OG,success,2025-11-29 13:45:21,India,uttarakhandpost.com,To Do,FALSE,,,FALSE,Newly discovered RSS feed
R Bloggers,-,N/A,-,,United States,r-bloggers.com,No feed generated,FALSE,,,FALSE,
TV Malisheva,-,N/A,-,,Serbia,malisheva.tv,No feed generated,FALSE,,,FALSE,
Steven Aitchison,https://www.stevenaitchison.co.uk/feed/,Discovered-autodiscovery,N/A,,United Kingdom,stevenaitchison.co.uk,No feed generated,FALSE,,,FALSE,
The Knitting Space,https://theknittingspace.com/feed/,OG,success,2025-11-29 13:45:23,Philippines,theknittingspace.com,To Do,FALSE,,,FALSE,Newly discovered RSS feed
Dnes Plus,-,N/A,-,,Bulgaria,dnesplus.bg,No feed generated,FALSE,,,FALSE,
Radio Maryja,-,N/A,-,,Poland,radiomaryja.pl,No feed generated,FALSE,,,FALSE,
新加坡华人网 (Foodies),-,N/A,-,,Singapore,foodiesg.com,No feed generated,FALSE,,,FALSE,
Chattogram Tribune,https://www.chattogramtribune.com/feed/,OG,success,2025-11-29 13:45:29,Bangladesh,chattogramtribune.com,To Do,FALSE,,,FALSE,Newly discovered RSS feed
KPSS CAFE,-,N/A,-,,Turkey,kpsscafe.com.tr,No feed generated,FALSE,,,FALSE,
Wingzero,-,N/A,-,,Taiwan,wingzero.tw,No feed generated,FALSE,,,FALSE,
Gate Drop,https://gatedrop.com/feed/,OG,success,2025-11-29 11:45:55,United Kingdom,gatedrop.com,To Do,FALSE,,,FALSE,Newly discovered RSS feed
HBŽ Vijesti,-,N/A,-,,Croatia,hbz-vijesti.com,No feed generated,FALSE,,,FALSE,
FHM Pakistan,-,N/A,-,,Pakistan,fhmpakistan.com,No feed generated,FALSE,,,FALSE,
電影神搜 Agent Movie,-,N/A,-,,Taiwan,agentm.tw,No feed generated,FALSE,,,FALSE,
Haber Ankara,https://haberankara.com/rss,OG,success,2025-11-29 13:45:31,Turkey,haberankara.com,To Do,FALSE,,,FALSE,Newly discovered RSS feed
யாழ்ப்பாண நாயகன் (King of Jaffna),-,N/A,-,,India,vampan.net,No feed generated,FALSE,,,FALSE,
財訊,https://wealth.com.tw/rss,RSS,success,2025-11-29 13:45:35,Taiwan,wealth.com.tw,To Do,FALSE,,,FALSE,Newly discovered RSS feed
Moja kuća i vrt,https://www.mojakucaivrt.com/feed/,OG,success,2025-11-29 13:45:38,Bosnia and Herzegovina,mojakucaivrt.com,To Do,FALSE,,,FALSE,Newly discovered RSS feed
Kanal10,https://gazeta10.com/feed/,OG,success,2025-11-29 13:45:41,Serbia,kanal10.live,To Do,FALSE,,,FALSE,Newly discovered RSS feed
Sandzaklive,https://sandzaklive.rs/feed/,OG,success,2025-11-29 13:45:47,Serbia,sandzaklive.rs,To Do,FALSE,,,FALSE,Newly discovered RSS feed
Glas News,https://glasnews.bg/rss/index/,N/A,failed,2025-11-29 13:45:47,Bulgaria,glasnews.bg,To Do,FALSE,,,FALSE,Newly discovered RSS feed
Letter Media,-,N/A,-,,Taiwan,cmmedia.com.tw,No feed generated,FALSE,,,FALSE,
Tangerang News,https://tangerangnews.com/feed,OG,success,2025-11-29 13:45:53,Indonesia,tangerangnews.com,To Do,FALSE,,,FALSE,Newly discovered RSS feed
Média Alternatíva,-,N/A,-,,Turkey,nyugdijasok.hu,No feed generated,FALSE,,,FALSE,
News Corner ID,-,N/A,-,,Indonesia,newscorner.id,No feed generated,FALSE,,,FALSE,
TSNA,-,N/A,-,,Taiwan,tsna.com.tw,No feed generated,FALSE,,,FALSE,
ŠibenikIN,-,N/A,-,,Croatia,sibenik.in,No feed generated,FALSE,,,FALSE,
CobaQQ,https://programyrekomendowane.pl/feed,RSS,success,2025-11-29 13:45:57,Indonesia,programyrekomendowane.pl,To Do,FALSE,,,FALSE,Newly discovered RSS feed
Sofia Live,https://sofialive.bg/rss,OG,success,2025-11-29 13:46:10,Bulgaria,sofialive.bg,To Do,FALSE,,,FALSE,Newly discovered RSS feed
The Guild,https://theguildng.com/feed/,OG,success,2025-11-29 13:46:18,Nigeria,theguildng.com,To Do,FALSE,,,FALSE,Newly discovered RSS feed
News BGNES,-,N/A,-,,Bulgaria,bgnes.bg,No feed generated,FALSE,,,FALSE,
Gameapps.HK,https://www.gameapps.hk/rss/,OG,success,2025-11-29 13:46:23,Hong Kong,gameapps.hk,To Do,FALSE,,,FALSE,Newly discovered RSS feed
Stefczyk.info,https://stefczyk.info/feed/,OG,success,2025-11-29 13:46:26,Poland,stefczyk.info,To Do,FALSE,,,FALSE,Newly discovered RSS feed
Timpul,https://timpul.md/feed,OG,success,2025-11-29 13:46:28,Romania,timpul.md,To Do,FALSE,,,FALSE,Newly discovered RSS feed
Egészségtér,-,N/A,-,,Hungary,egeszsegter.hu,No feed generated,FALSE,,,FALSE,
Bursa Haber Newspaper,https://www.bursahaber.com/rss,OG,success,2025-11-29 13:46:31,Turkey,bursahaber.com,To Do,FALSE,,,FALSE,Newly discovered RSS feed
Podravski List,https://podravski.hr/feed/,OG,success,2025-11-29 13:46:35,Croatia,podravski.hr,To Do,FALSE,,,FALSE,Newly discovered RSS feed
Malatya Güncel Haber,https://www.malatyaguncel.com/rss,N/A,failed,2025-11-29 13:46:35,Turkey,malatyaguncel.com,To Do,FALSE,,,FALSE,Newly discovered RSS feed
Spektri,https://spektri.tv/feed/,OG,success,2025-11-29 13:46:46,Serbia,spektri.tv,To Do,FALSE,,,FALSE,Newly discovered RSS feed
Kefalonitis,-,N/A,-,,Greece,kefalonitis.com,No feed generated,FALSE,,,FALSE,
Agency E-zdravey,-,N/A,-,,Bulgaria,e-zdravey.com,No feed generated,FALSE,,,FALSE,
Рецептите на баба,https://receptitenababa.com/feed/,OG,success,2025-11-29 13:46:49,Bulgaria,receptitenababa.com,To Do,FALSE,,,FALSE,Newly discovered RSS feed
Ege'de Birgün,-,N/A,-,,Turkey,egedebirgun.com,No feed generated,FALSE,,,FALSE,
Top Actualno,-,N/A,-,,Bulgaria,topactualno.com,No feed generated,FALSE,,,FALSE,
GlamRap,https://glamrap.pl/feed/,OG,success,2025-11-29 13:46:56,Poland,glamrap.pl,To Do,FALSE,,,FALSE,Newly discovered RSS feed
Morty's TV,https://mortystv.com/blog/feed/,OG,success,2025-11-29 11:45:56,United States,mortystv.com,To Do,FALSE,,,FALSE,Newly discovered RSS feed
Borobudur Media Group,-,N/A,-,,Indonesia,borobudurnews.com,No feed generated,FALSE,,,FALSE,
Daily Thanthi Group,https://www.dtnext.in/google_feeds.xml,OG,success,2025-11-29 13:47:06,India,dtnext.in,To Do,FALSE,,,FALSE,Newly discovered RSS feed
Narod.hr,https://narod.hr/feed,OG,success,2025-11-29 13:47:09,Croatia,narod.hr,To Do,FALSE,,,FALSE,Newly discovered RSS feed
Presa Satu Mare,https://presasm.ro/feed,OG,success,2025-11-29 13:47:12,Romania,presasm.ro,To Do,FALSE,,,FALSE,Newly discovered RSS feed
Daily Manobkantha,-,N/A,-,,Bangladesh,manobkantha.com.bd,No feed generated,FALSE,,,FALSE,
Cold-Case Christianity,https://coldcasechristianity.com/feed/,OG,success,2025-11-29 11:46:02,United States,coldcasechristianity.com,To Do,FALSE,,,FALSE,Newly discovered RSS feed
Radar Pekalongan Group,https://radarpekalongan.disway.id/rss/otomotif,OG,success,2025-11-29 13:47:24,Indonesia,radarpekalongan.co.id,To Do,FALSE,,,FALSE,Newly discovered RSS feed
Handmade Crafts,-,N/A,-,,India,thehandmadecrafts.com,No feed generated,FALSE,,,FALSE,
Telugu Global,-,N/A,-,,India,teluguglobal.in,No feed generated,FALSE,,,FALSE,
Voice Bangla,-,N/A,-,,Bangladesh,voicebanglabd24.com,No feed generated,FALSE,,,FALSE,
Bengkulu Ekspress,-,N/A,-,,Indonesia,bengkuluekspress.com,No feed generated,FALSE,,,FALSE,
Vadhajtások,https://vadhajtasok.hu/feed,OG,success,2025-11-29 13:47:28,Hungary,vadhajtasok.hu,To Do,FALSE,,,FALSE,Newly discovered RSS feed
Pod Uckun,https://poduckun.net/xfeed,OG,success,2025-11-29 13:47:36,Croatia,poduckun.net,To Do,FALSE,,,FALSE,Newly discovered RSS feed
SakaryaRehberim.com,https://sakaryarehberim.com/rss.xml,RSS,success,2025-11-29 13:47:38,Turkey,sakaryarehberim.com,To Do,FALSE,,,FALSE,Newly discovered RSS feed
BattingwithBimal,https://battingwithbimal.com/feed/,OG,success,2025-11-29 13:47:44,Pakistan,battingwithbimal.com,To Do,FALSE,,,FALSE,Newly discovered RSS feed
Dkhlak,-,N/A,-,,United States,dkhlak.com,No feed generated,FALSE,,,FALSE,
HBOLD,https://hbold.dk/rss.xml,OG,success,2025-11-29 13:47:47,Denmark,hbold.dk,To Do,FALSE,,,FALSE,Newly discovered RSS feed
Prompt News Online,-,N/A,-,,Nigeria,promptnewsonline.com,No feed generated,FALSE,,,FALSE,
Pogled.info,https://pogled.info/rss,RSS,success,2025-11-29 13:47:50,Bulgaria,pogled.info,To Do,FALSE,,,FALSE,Newly discovered RSS feed
Klina,https://www.klina.info/feed/,OG,success,2025-11-29 13:47:55,Serbia,klina.info,To Do,FALSE,,,FALSE,Newly discovered RSS feed
Diabetika,https://diabetika.hu/feed/,OG,success,2025-11-29 13:48:01,Hungary,diabetika.hu,To Do,FALSE,,,FALSE,Newly discovered RSS feed
Beste Essen,https://beste-essen.com/feed/,OG,success,2025-11-29 13:48:04,Bosnia and Herzegovina,beste-essen.com,To Do,FALSE,,,FALSE,Newly discovered RSS feed
Haskovo Live,https://haskovo.live/feed/,OG,success,2025-11-29 13:48:07,Bulgaria,haskovo.live,To Do,FALSE,,,FALSE,Newly discovered RSS feed
Mymensingh Pratidin,https://mymensinghpratidin.com/feed/,OG,success,2025-11-29 13:48:14,Bangladesh,mymensinghpratidin.com,To Do,FALSE,,,FALSE,Newly discovered RSS feed
Promenad24,https://promenad24.hu/feed/,OG,success,2025-11-29 13:48:18,Hungary,promenad24.hu,To Do,FALSE,,,FALSE,Newly discovered RSS feed
桃園電子報,https://tyenews.com/feed/,OG,success,2025-11-29 13:48:18,Taiwan,tyenews.com,To Do,FALSE,,,FALSE,Newly discovered RSS feed
更生日報,-,N/A,-,,Taiwan,ksnews.com.tw,No feed generated,FALSE,,,FALSE,
Ege Meclisi,https://egemeclisi.com/rss,OG,success,2025-11-29 13:48:22,Turkey,egemeclisi.com,To Do,FALSE,,,FALSE,Newly discovered RSS feed
Beritajatim.com,https://beritajatim.com/feed,OG,success,2025-11-29 13:48:27,Indonesia,beritajatim.com,To Do,FALSE,,,FALSE,Newly discovered RSS feed
FashionGuide,-,N/A,-,,Taiwan,fashionguide.com.tw,No feed generated,FALSE,,,FALSE,
Metal Temple,https://metal-temple.com/news/feed,OG,success,2025-11-29 11:46:05,United Kingdom,metal-temple.com,To Do,FALSE,,,FALSE,Newly discovered RSS feed
Loon.ro,https://loon.ro/feed/,RSS,success,2025-11-29 13:48:30,Romania,loon.ro,To Do,FALSE,,,FALSE,Newly discovered RSS feed
BiznisInfo,https://www.biznisinfo.ba/feed/,OG,success,2025-11-29 13:48:34,Bosnia and Herzegovina,biznisinfo.ba,To Do,FALSE,,,FALSE,Newly discovered RSS feed
Trend Basket,https://trendbasket.net/feed/,OG,success,2025-11-29 13:48:45,Turkey,trendbasket.net,To Do,FALSE,,,FALSE,Newly discovered RSS feed
Grupo Média Nacional,-,N/A,-,,Indonesia,gmntv.tl,No feed generated,FALSE,,,FALSE,
E79 News,https://e-79.com/?feed=rss2,OG,success,2025-11-29 13:49:14,Bulgaria,e-79.com,To Do,FALSE,,,FALSE,Newly discovered RSS feed
Haber16,https://www.haber16.com/rss.xml,OG,success,2025-11-29 13:49:18,Turkey,haber16.com,To Do,FALSE,,,FALSE,Newly discovered RSS feed
Media Ndërtimi,https://ndertimi.info/feed/,OG,success,2025-11-29 13:49:31,Serbia,ndertimi.info,To Do,FALSE,,,FALSE,Newly discovered RSS feed
Bolu'da Bolu,https://www.boludabolu.com/feed/,OG,success,2025-11-29 13:49:34,Turkey,boludabolu.com,To Do,FALSE,,,FALSE,Newly discovered RSS feed
PodkarpacieLIVE,-,N/A,-,,Poland,podkarpacielive.pl,No feed generated,FALSE,,,FALSE,
Inforex News,-,N/A,-,,Indonesia,inforexnews.com,No feed generated,FALSE,,,FALSE,
Direktno,https://direktno.rs/rss/,OG,success,2025-11-29 13:49:37,Serbia,direktno.rs,To Do,FALSE,,,FALSE,Newly discovered RSS feed
Transport Online,https://www.transport-online.nl/feed/,OG,success,2025-11-29 13:49:40,Netherlands,transport-online.nl,To Do,FALSE,,,FALSE,Newly discovered RSS feed
BFB Media Group,-,N/A,-,,Serbia,gazetaere.com,No feed generated,FALSE,,,FALSE,
Denizli Haber,-,N/A,-,,Turkey,denizlihaber.com,No feed generated,FALSE,,,FALSE,
Racunalo.com,-,N/A,-,,Croatia,racunalo.com,No feed generated,FALSE,,,FALSE,
True Vision News,https://truevisionnews.com/rss,OG,success,2025-11-29 13:49:43,India,truevisionnews.com,To Do,FALSE,,,FALSE,Newly discovered RSS feed
Hrvatska katolička mreža - Croatian Catholic Network,-,N/A,-,,Croatia,hkm.hr,No feed generated,FALSE,,,FALSE,
To się Dzieje,-,N/A,-,,Poland,tosiedzieje.pl,No feed generated,FALSE,,,FALSE,
Go Nintendo,https://gonintendo.com/feeds/all.xml,OG,success,2025-11-29 11:46:06,United States,gonintendo.com,To Do,FALSE,,,FALSE,Newly discovered RSS feed
FR-Fans.nl,https://www.fr-fans.nl/rss,OG,success,2025-11-29 13:49:46,Netherlands,fr-fans.nl,To Do,FALSE,,,FALSE,Newly discovered RSS feed
Yantra Today,https://www.dnesbg.com/feed,OG,success,2025-11-29 13:49:49,Bulgaria,dnesbg.com,To Do,FALSE,,,FALSE,Newly discovered RSS feed
State Review,-,N/A,-,,India,rajyasameeksha.com,No feed generated,FALSE,,,FALSE,
Denizli Güncel,https://denizlimanset.com/feed/,OG,success,2025-11-29 13:49:57,Turkey,denizliguncel.com,To Do,FALSE,,,FALSE,Newly discovered RSS feed
RedaksiManado.Com (RMC),https://www.redaksimanado.com/feeds/posts/default,OG,success,2025-11-29 13:50:02,Indonesia,redaksimanado.com,To Do,FALSE,,,FALSE,Newly discovered RSS feed
KutakNet,-,N/A,-,,Serbia,kutaknet.com,No feed generated,FALSE,,,FALSE,
Beograd.in,https://beograd.in/feed/,OG,success,2025-11-29 13:50:10,Serbia,beograd.in,To Do,FALSE,,,FALSE,Newly discovered RSS feed
Podlasie24,https://ng.podlasie24.pl//atom/aktualnosci.xml,OG,success,2025-11-29 13:50:18,Poland,podlasie24.pl,To Do,FALSE,,,FALSE,Newly discovered RSS feed
Romanians in UK,-,N/A,-,,United Kingdom,romani.co.uk,No feed generated,FALSE,,,FALSE,
Turism Istoric,https://turismistoric.ro/feed/,OG,success,2025-11-29 13:50:20,Romania,turismistoric.ro,To Do,FALSE,,,FALSE,Newly discovered RSS feed
Petronews Płock,https://petronews.pl/feed/,OG,success,2025-11-29 13:50:29,Poland,petronews.pl,To Do,FALSE,,,FALSE,Newly discovered RSS feed
UnGeek,-,N/A,-,,Philippines,ungeek.ph,No feed generated,FALSE,,,FALSE,
Çankırı Haber18,https://www.haber18.com/rss/,OG,success,2025-11-29 13:50:32,Turkey,haber18.com,To Do,FALSE,,,FALSE,Newly discovered RSS feed
OldambtNu.nl,https://www.oldambtnu.nl/feed/,OG,success,2025-11-29 13:50:38,Netherlands,oldambtnu.nl,To Do,FALSE,,,FALSE,Newly discovered RSS feed
Bp-i Autósok Közössége,https://bpiautosok.hu/feed/,OG,success,2025-11-29 13:50:44,Hungary,bpiautosok.hu,To Do,FALSE,,,FALSE,Newly discovered RSS feed
Narsingdi Times,-,N/A,-,,Bangladesh,narsingditimes.com,No feed generated,FALSE,,,FALSE,
StockWatch.pl,-,N/A,-,,Poland,stockwatch.pl,No feed generated,FALSE,,,FALSE,
Fagarasul Tau,https://fagarasultau.ro/feed/,Discovered-autodiscovery,N/A,,Romania,fagarasultau.ro,No feed generated,FALSE,,,FALSE,
PalEconomic,https://smartindex.ps/rss.xml,OG,success,2025-11-29 13:50:49,Pakistan,smartindex.ps,To Do,FALSE,,,FALSE,Newly discovered RSS feed
T2BLive.com,-,N/A,-,,India,t2blive.com,No feed generated,FALSE,,,FALSE,
FashionUnited,-,N/A,-,,United Kingdom,fashionunited.uk,No feed generated,FALSE,,,FALSE,
Nigerian Lawyers,-,N/A,-,,Nigeria,nigeriabar.com,No feed generated,FALSE,,,FALSE,
